epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
81,125.865,0.45316,0.42846,0.83985,0.93,0.74757,0.80972,0.56881,0.58262,0.40431,0.71348,0.000297232,0.000297232,0.000297232
82,127.41,0.44587,0.4104,0.84882,0.9213,0.73542,0.78708,0.57614,0.53172,0.38013,0.70866,0.000283085,0.000283085,0.000283085
83,128.908,0.43832,0.41269,0.8343,0.84738,0.76496,0.81625,0.57707,0.5582,0.37821,0.71003,0.000268938,0.000268938,0.000268938
84,130.464,0.42806,0.41133,0.82905,0.85213,0.74779,0.7871,0.57126,0.56124,0.37711,0.7076,0.000254791,0.000254791,0.000254791
85,131.953,0.43717,0.41349,0.8295,0.85876,0.74623,0.78529,0.56927,0.56325,0.39552,0.70919,0.000240644,0.000240644,0.000240644
86,133.487,0.41913,0.39222,0.84535,0.8574,0.74399,0.78583,0.57034,0.55915,0.37696,0.70791,0.000226497,0.000226497,0.000226497
87,135.024,0.40985,0.4023,0.84215,0.81532,0.75429,0.78728,0.5752,0.54257,0.37014,0.70617,0.000212349,0.000212349,0.000212349
88,136.561,0.41427,0.38545,0.83507,0.8392,0.7692,0.7925,0.58298,0.51638,0.36125,0.70393,0.000198202,0.000198202,0.000198202
89,138.08,0.4323,0.40339,0.85018,0.83548,0.77061,0.78551,0.58582,0.51202,0.35605,0.70381,0.000184055,0.000184055,0.000184055
90,139.619,0.41907,0.40674,0.82695,0.84489,0.77111,0.78636,0.58821,0.50339,0.35678,0.70434,0.000169908,0.000169908,0.000169908
91,161.325,0.50547,0.70791,0.82805,0.85685,0.77556,0.78568,0.58748,0.51964,0.37701,0.7071,0.000155761,0.000155761,0.000155761
92,162.869,0.48514,0.60556,0.83447,0.87433,0.75304,0.78342,0.58735,0.55541,0.40779,0.71412,0.000141614,0.000141614,0.000141614
93,164.393,0.46221,0.6128,0.81073,0.87751,0.75332,0.78157,0.58938,0.57598,0.43102,0.71717,0.000127467,0.000127467,0.000127467
94,165.888,0.50472,0.62772,0.82296,0.88374,0.75386,0.77359,0.58197,0.58857,0.45405,0.71713,0.00011332,0.00011332,0.00011332
95,167.369,0.50578,0.59704,0.82323,0.88879,0.75782,0.77702,0.58199,0.56877,0.44575,0.71375,9.91726e-05,9.91726e-05,9.91726e-05
96,168.868,0.46492,0.57597,0.82144,0.88759,0.75675,0.78174,0.57683,0.542,0.4133,0.70859,8.50255e-05,8.50255e-05,8.50255e-05
97,170.363,0.45602,0.56672,0.81875,0.887,0.7529,0.78028,0.57777,0.54386,0.40015,0.70905,7.08784e-05,7.08784e-05,7.08784e-05
98,171.894,0.45794,0.5346,0.80619,0.87713,0.75531,0.7767,0.58152,0.52584,0.37539,0.70669,5.67313e-05,5.67313e-05,5.67313e-05
99,173.375,0.44868,0.53852,0.81673,0.86341,0.75028,0.77882,0.57831,0.52094,0.36445,0.70491,4.25842e-05,4.25842e-05,4.25842e-05
100,174.917,0.46072,0.53607,0.81345,0.85683,0.75233,0.77339,0.57621,0.51935,0.35643,0.70374,2.84371e-05,2.84371e-05,2.84371e-05
