epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,6.5885,1.98899,3.60077,1.51186,0.00205,0.33333,0.10409,0.04616,1.46063,3.34393,1.11603,5.716e-05,5.716e-05,5.716e-05
2,9.07479,1.26375,3.20959,1.14172,0.00228,0.33333,0.33167,0.26791,1.02721,3.18866,0.98407,0.000127337,0.000127337,0.000127337
3,10.4248,0.91,2.45556,0.9448,0.00248,0.33333,0.33167,0.30191,0.90773,3.10424,0.83038,0.000196099,0.000196099,0.000196099
4,11.6718,0.9555,1.93522,0.96311,0.00247,0.33333,0.33167,0.27566,0.84498,3.05982,0.81861,0.000263446,0.000263446,0.000263446
5,12.914,0.85563,1.5074,0.93228,0.00228,0.33333,0.33167,0.30376,0.88922,2.99139,0.87852,0.000329379,0.000329379,0.000329379
6,14.152,0.79124,1.28685,0.9539,0.00219,0.33333,0.33167,0.28087,0.85061,2.9947,0.81316,0.000393897,0.000393897,0.000393897
7,15.3917,0.77015,1.15216,0.94228,0.00229,0.34058,0.33175,0.27979,0.96957,2.93569,0.85263,0.000457,0.000457,0.000457
8,16.6237,0.82979,1.1418,0.94633,0.00443,0.43478,0.33315,0.27643,0.95157,2.83294,0.83198,0.000518688,0.000518688,0.000518688
9,17.8606,0.75499,1.00265,0.90785,0.00616,0.52174,0.33463,0.30417,0.82784,2.8281,0.79282,0.000578962,0.000578962,0.000578962
10,19.0933,0.79026,0.96747,0.92682,0.00651,0.54348,0.33493,0.32001,0.82963,2.77806,0.78171,0.000637821,0.000637821,0.000637821
11,20.3522,0.74838,0.92721,0.91154,0.99698,0.33333,0.33477,0.316,0.83221,2.62806,0.7718,0.000695266,0.000695266,0.000695266
12,21.5762,0.79901,0.94354,0.89801,0.99724,0.33333,0.33555,0.30062,0.84807,2.53062,0.78114,0.000751295,0.000751295,0.000751295
13,22.7692,0.70968,0.91815,0.91254,0.99786,0.33333,0.35659,0.30262,0.89846,2.43866,0.80522,0.00080591,0.00080591,0.00080591
14,24.0003,0.76331,0.90052,0.89691,0.99237,0.33333,0.45921,0.37192,0.96029,2.45626,0.84407,0.000859111,0.000859111,0.000859111
15,25.2254,0.79472,0.94442,0.89652,0.99432,0.33333,0.49171,0.39677,0.90353,2.28629,0.80915,0.000910896,0.000910896,0.000910896
16,26.4208,0.71085,0.83885,0.8879,0.9929,0.33333,0.49733,0.40913,0.91205,2.30439,0.81836,0.000961267,0.000961267,0.000961267
17,27.6436,0.71276,0.8773,0.90092,0.99398,0.33333,0.5191,0.44613,0.95765,1.99992,0.80345,0.00101022,0.00101022,0.00101022
18,28.8502,0.74513,0.84474,0.87483,0.9906,0.36727,0.54153,0.44333,1.0049,1.79281,0.80207,0.00105776,0.00105776,0.00105776
19,30.0387,0.69806,0.86346,0.88152,0.99713,0.35832,0.55373,0.40537,1.10371,2.03551,0.85912,0.00110389,0.00110389,0.00110389
20,31.2786,0.71066,0.83061,0.89696,0.99196,0.42276,0.55997,0.43976,0.94802,1.87764,0.80511,0.0011486,0.0011486,0.0011486
21,32.4686,0.71916,0.80013,0.87304,0.98636,0.49275,0.57816,0.44833,0.86009,1.38212,0.76898,0.00114606,0.00114606,0.00114606
22,33.6599,0.69908,0.7823,0.87609,0.97547,0.51928,0.60138,0.46381,0.82089,1.16247,0.75046,0.00113191,0.00113191,0.00113191
23,34.8611,0.66218,0.75356,0.86335,0.9753,0.51946,0.60288,0.48355,0.80905,1.12499,0.75382,0.00111776,0.00111776,0.00111776
24,36.0853,0.70514,0.78453,0.88859,0.96322,0.54032,0.65194,0.47697,0.79928,1.08051,0.73778,0.00110362,0.00110362,0.00110362
25,37.2644,0.67011,0.76604,0.88532,0.87132,0.55368,0.62331,0.46483,0.82705,0.98908,0.73966,0.00108947,0.00108947,0.00108947
26,38.4664,0.65505,0.71442,0.867,0.92581,0.58768,0.66959,0.48358,0.78089,0.89815,0.74207,0.00107532,0.00107532,0.00107532
27,39.661,0.70832,0.79237,0.86785,0.7021,0.57266,0.63612,0.47075,0.78808,0.783,0.77551,0.00106118,0.00106118,0.00106118
28,40.911,0.64196,0.7172,0.8605,0.76775,0.57442,0.65853,0.49602,0.72584,0.80999,0.74286,0.00104703,0.00104703,0.00104703
29,42.1149,0.61274,0.71224,0.88806,0.77069,0.58597,0.66401,0.49226,0.76106,0.7539,0.74144,0.00103288,0.00103288,0.00103288
30,43.2952,0.62851,0.72476,0.87565,0.78492,0.60735,0.70291,0.48848,0.78779,0.6878,0.75674,0.00101873,0.00101873,0.00101873
31,44.5012,0.61366,0.67616,0.86193,0.78022,0.60986,0.68617,0.49055,0.78067,0.65647,0.78749,0.00100459,0.00100459,0.00100459
32,45.7472,0.61094,0.69825,0.85626,0.77345,0.6104,0.71497,0.50877,0.75111,0.71749,0.7243,0.00099044,0.00099044,0.00099044
33,46.9998,0.60438,0.66884,0.8477,0.7224,0.61261,0.67232,0.51729,0.71426,0.726,0.72402,0.000976293,0.000976293,0.000976293
34,48.2068,0.6333,0.70034,0.87411,0.73841,0.62311,0.66923,0.50899,0.78364,0.72346,0.7472,0.000962146,0.000962146,0.000962146
