epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,14.8272,1.27668,3.98354,1.22491,0.00166,0.21368,0.01696,0.01048,1.18798,3.90946,1.16194,5.716e-05,5.716e-05,5.716e-05
2,19.1724,1.1426,3.9293,1.08021,0.00195,0.21368,0.10302,0.08102,1.09613,3.70805,1.02146,0.000124366,0.000124366,0.000124366
3,21.943,0.98103,3.33932,1.0261,0.00195,0.22955,0.1059,0.07356,1.17729,3.68253,1.08405,0.000186856,0.000186856,0.000186856
4,24.1911,1.06598,2.79143,1.08092,0.00174,0.22955,0.10512,0.06781,1.18237,3.64035,0.98761,0.000244631,0.000244631,0.000244631
5,26.6721,1.02072,2.42909,1.05643,0.00262,0.29304,0.11896,0.09724,0.98498,3.58667,0.9695,0.000297689,0.000297689,0.000297689
6,28.8492,0.99783,2.31742,1.03965,0.00207,0.21368,0.12571,0.09802,1.13705,3.55384,1.03799,0.000346032,0.000346032,0.000346032
7,31.2599,1.00512,2.35026,1.07721,0.00285,0.21368,0.13198,0.10925,1.06629,3.5147,0.9559,0.00038966,0.00038966,0.00038966
8,33.5857,0.92937,2.07249,1.00998,0.00234,0.21368,0.14405,0.12173,0.98935,3.47642,0.94465,0.000428571,0.000428571,0.000428571
9,35.8783,0.88995,1.97675,0.98403,0.00323,0.21368,0.14552,0.11734,0.99298,3.39652,0.91288,0.000462767,0.000462767,0.000462767
10,38.2376,0.90864,1.74006,0.98857,0.00457,0.22955,0.17056,0.12851,1.06808,3.32847,0.96574,0.000492248,0.000492248,0.000492248
11,40.3138,0.84952,1.77674,0.94857,0.00778,0.24542,0.21397,0.1777,1.03355,3.27075,0.98734,0.000517012,0.000517012,0.000517012
12,42.609,0.87249,1.74237,0.9461,0.00283,0.26129,0.20985,0.15885,1.19183,3.29927,1.12655,0.000537061,0.000537061,0.000537061
13,44.8982,0.89951,1.6323,0.96009,0.85998,0.18759,0.23296,0.15786,1.26475,3.19478,1.13434,0.000552394,0.000552394,0.000552394
14,47.41,0.85623,1.49091,0.95592,1,0.16482,0.24094,0.18292,1.27211,3.04807,1.09642,0.000563012,0.000563012,0.000563012
15,49.5664,0.84056,1.45884,0.94983,0.86238,0.19207,0.26527,0.19664,1.21131,2.98667,1.07155,0.000568913,0.000568913,0.000568913
16,51.7498,0.84901,1.45213,0.95631,0.83792,0.19789,0.2825,0.19194,1.28748,2.89882,1.07506,0.0005701,0.0005701,0.0005701
17,54.1552,0.83951,1.49521,0.94611,0.87338,0.22794,0.38059,0.24478,1.22887,2.73706,1.03078,0.00056657,0.00056657,0.00056657
18,56.2736,0.79869,1.50485,0.91801,0.87251,0.22427,0.38042,0.24864,1.22292,2.66983,1.02572,0.000558325,0.000558325,0.000558325
19,58.4398,0.74852,1.40855,0.90878,0.88274,0.23655,0.37255,0.25232,1.2036,2.66047,1.01829,0.000545364,0.000545364,0.000545364
20,60.594,0.78677,1.38882,0.93293,0.84836,0.27106,0.42795,0.29692,1.13638,2.38048,1.02276,0.000527687,0.000527687,0.000527687
21,93.0774,0.75327,2.25874,0.87442,0.81044,0.2622,0.43383,0.31673,1.10779,2.35317,1.01658,0.00048586,0.00048586,0.00048586
22,95.2434,0.75877,2.15523,0.90695,0.76047,0.23765,0.36323,0.27867,1.10501,2.4641,1.04835,0.000438703,0.000438703,0.000438703
23,97.2706,0.78984,2.24724,0.85835,0.75088,0.23514,0.33751,0.24805,1.11753,2.55021,1.0274,0.000391546,0.000391546,0.000391546
24,99.2885,0.77331,2.25599,0.89037,0.88013,0.30991,0.4053,0.31584,1.05975,2.35363,0.98488,0.000344389,0.000344389,0.000344389
25,101.401,0.70401,2.07228,0.90493,0.80711,0.33089,0.42058,0.34148,0.99846,2.13524,0.96673,0.000297232,0.000297232,0.000297232
26,103.53,0.69333,2.03228,0.88031,0.84112,0.3799,0.4356,0.33404,0.98161,1.9769,0.97141,0.000250075,0.000250075,0.000250075
27,105.661,0.74128,1.95021,0.89332,0.86436,0.43815,0.47079,0.3349,0.96725,1.86107,0.9879,0.000202918,0.000202918,0.000202918
28,108.158,0.64302,1.89648,0.85183,0.8833,0.44802,0.50109,0.34826,1.01379,1.69339,1.03577,0.000155761,0.000155761,0.000155761
29,110.519,0.60287,1.82398,0.8619,0.9079,0.50546,0.54827,0.36086,1.01991,1.6309,1.05959,0.000108604,0.000108604,0.000108604
30,112.722,0.6288,1.80276,0.86026,0.90891,0.51648,0.5631,0.36847,1.01696,1.57234,1.06497,6.1447e-05,6.1447e-05,6.1447e-05
