epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,6.81967,1.96549,3.5246,1.47153,0.00203,0.33333,0.10979,0.04815,1.53052,3.45378,1.13262,2.858e-05,2.858e-05,2.858e-05
2,8.0806,1.70556,3.47824,1.34851,0.00215,0.33333,0.22582,0.14842,0.96568,3.31318,0.93001,7.07426e-05,7.07426e-05,7.07426e-05
3,9.31512,0.99669,3.09239,1.02952,0.00215,0.33333,0.33167,0.1807,1.22065,3.35844,1.0389,0.000112056,0.000112056,0.000112056
4,10.5541,1.00021,2.86195,1.00245,0.00222,0.33333,0.33167,0.198,1.18776,3.3052,1.03643,0.000152521,0.000152521,0.000152521
5,11.7385,1.01255,2.4428,1.01037,0.00253,0.34444,0.33179,0.25967,0.94558,3.2217,0.83223,0.000192138,0.000192138,0.000192138
6,12.9461,0.96666,1.93297,0.97678,0.00271,0.35556,0.33194,0.27297,0.97901,3.17193,0.84387,0.000230905,0.000230905,0.000230905
7,14.1522,1.07588,1.68883,0.96301,0.00377,0.4,0.33253,0.29746,0.97033,3.13277,0.81433,0.000268823,0.000268823,0.000268823
8,15.3093,0.89842,1.48798,0.94001,0.00498,0.45556,0.33348,0.31845,0.92027,3.10728,0.81294,0.000305893,0.000305893,0.000305893
9,16.4815,0.90464,1.33841,0.94961,0.00718,0.55556,0.3357,0.29804,1.03595,3.05676,0.8702,0.000342114,0.000342114,0.000342114
10,17.6474,0.84054,1.21166,0.93104,0.00739,0.56667,0.33591,0.304,1.0467,3.0453,0.87304,0.000377486,0.000377486,0.000377486
11,18.8782,0.81389,1.24248,0.95189,0.00762,0.57778,0.33605,0.30223,0.95794,2.9966,0.84799,0.000412009,0.000412009,0.000412009
12,20.0407,0.8281,1.08969,0.91276,0.00781,0.58889,0.33629,0.30049,1.02208,2.92136,0.87586,0.000445684,0.000445684,0.000445684
13,21.2285,0.86306,1.14848,0.94122,0.00817,0.61111,0.33682,0.30205,1.06486,2.87879,0.87703,0.000478509,0.000478509,0.000478509
14,22.3918,0.7889,1.01367,0.9202,0.00854,0.63333,0.33723,0.30257,1.04284,2.8999,0.89033,0.000510486,0.000510486,0.000510486
15,23.6072,0.77222,0.97022,0.91376,0.00853,0.62222,0.33717,0.2944,1.12324,2.93168,0.91715,0.000541614,0.000541614,0.000541614
16,24.7516,0.73221,0.96321,0.90108,0.00875,0.62222,0.33732,0.30255,1.11887,2.93313,0.91799,0.000571893,0.000571893,0.000571893
17,25.9091,0.74733,0.91714,0.92125,0.00928,0.63333,0.33785,0.26964,1.07343,2.89249,0.91433,0.000601323,0.000601323,0.000601323
18,27.0529,0.82125,0.92418,0.89867,0.00891,0.63333,0.33755,0.2528,1.13633,2.83763,0.94879,0.000629905,0.000629905,0.000629905
19,28.1805,0.75474,0.88638,0.88682,0.98352,0.33333,0.35952,0.28032,1.08723,2.71638,0.96147,0.000657637,0.000657637,0.000657637
20,29.3336,0.75342,0.93325,0.90885,0.98933,0.33333,0.35024,0.29317,1.07598,2.67343,0.94881,0.000684521,0.000684521,0.000684521
21,30.5276,0.67338,0.8494,0.86243,0.99186,0.33333,0.34981,0.30579,1.09683,2.64922,0.91197,0.000710556,0.000710556,0.000710556
22,31.6707,0.68773,0.83506,0.88245,0.99285,0.33333,0.38392,0.31433,1.09781,2.55111,0.9065,0.000735742,0.000735742,0.000735742
23,32.9013,0.75868,0.88345,0.8961,0.99124,0.33333,0.4907,0.3688,1.16893,2.52378,0.9539,0.000760079,0.000760079,0.000760079
24,34.1119,0.70299,0.82625,0.89481,0.9878,0.33333,0.5713,0.41466,1.20878,2.39325,0.97864,0.000783568,0.000783568,0.000783568
25,35.3,0.70152,0.85848,0.89656,0.98633,0.33333,0.59807,0.44854,1.1276,2.22776,0.98893,0.000806208,0.000806208,0.000806208
26,36.484,0.67058,0.8225,0.90106,0.98501,0.33333,0.58762,0.41469,1.15516,2.19568,1.06024,0.000827998,0.000827998,0.000827998
27,37.647,0.66401,0.82865,0.89103,0.98464,0.33333,0.58486,0.47789,1.10532,2.084,0.89724,0.00084894,0.00084894,0.00084894
28,38.8164,0.62516,0.78121,0.85699,0.98443,0.33333,0.58783,0.4811,1.08982,2.0242,0.84076,0.000869033,0.000869033,0.000869033
29,39.9902,0.72799,0.82723,0.89387,0.98443,0.33333,0.58783,0.4811,1.08982,2.0242,0.84076,0.000888278,0.000888278,0.000888278
30,41.1747,0.62765,0.78987,0.87787,0.98409,0.33333,0.61216,0.47145,1.05474,1.8389,0.82371,0.000906673,0.000906673,0.000906673
31,42.3228,0.64326,0.77545,0.87239,0.98387,0.36075,0.62249,0.48087,0.99966,1.69918,0.82092,0.00092422,0.00092422,0.00092422
32,43.4821,0.63566,0.7781,0.8666,0.9836,0.39341,0.63482,0.47609,1.10684,1.615,0.83992,0.000940918,0.000940918,0.000940918
33,44.6283,0.7162,0.75981,0.87767,0.9836,0.39341,0.63482,0.47609,1.10684,1.615,0.83992,0.000956767,0.000956767,0.000956767
34,45.7869,0.65209,0.76384,0.87113,0.98348,0.46897,0.63804,0.48159,1.02849,1.43415,0.82055,0.000962146,0.000962146,0.000962146
35,46.9395,0.66753,0.73594,0.88522,0.98342,0.49573,0.70624,0.486,1.03381,1.40085,0.82422,0.000947999,0.000947999,0.000947999
36,48.1069,0.71576,0.78815,0.87918,0.97021,0.54444,0.72214,0.4842,1.05708,1.35001,0.85831,0.000933851,0.000933851,0.000933851
37,49.3028,0.6678,0.75895,0.88282,0.97021,0.54444,0.72214,0.4842,1.05708,1.35001,0.85831,0.000919704,0.000919704,0.000919704
38,50.49,0.65863,0.73657,0.88072,0.93696,0.6072,0.73836,0.49684,0.99116,1.21662,0.83796,0.000905557,0.000905557,0.000905557
39,51.6579,0.61774,0.74586,0.87536,0.93627,0.63333,0.78191,0.5452,0.97459,1.12031,0.81926,0.00089141,0.00089141,0.00089141
40,52.8398,0.7001,0.75606,0.85644,0.94555,0.63333,0.79832,0.54373,0.90667,0.99876,0.79568,0.000877263,0.000877263,0.000877263
41,54.0075,0.63778,0.70265,0.86559,0.94555,0.63333,0.79832,0.54373,0.90667,0.99876,0.79568,0.000863116,0.000863116,0.000863116
42,55.1683,0.62028,0.69882,0.87802,0.82638,0.65088,0.82034,0.55485,0.88337,0.89772,0.7873,0.000848969,0.000848969,0.000848969
43,56.3176,0.66185,0.68667,0.86501,0.83878,0.67901,0.82299,0.51977,0.90852,0.8547,0.77994,0.000834822,0.000834822,0.000834822
44,57.4604,0.66241,0.71935,0.87245,0.87509,0.69696,0.84849,0.52077,0.98673,0.86843,0.80696,0.000820675,0.000820675,0.000820675
45,58.6497,0.59554,0.65828,0.86151,0.87509,0.69696,0.84849,0.52077,0.98673,0.86843,0.80696,0.000806528,0.000806528,0.000806528
46,59.8337,0.61245,0.67414,0.88001,0.88129,0.69124,0.83312,0.52503,0.94124,0.8814,0.79027,0.00079238,0.00079238,0.00079238
47,61.0401,0.6027,0.67811,0.85774,0.93216,0.7059,0.86025,0.55878,0.83355,0.81587,0.78452,0.000778233,0.000778233,0.000778233
48,62.2349,0.64417,0.68427,0.85806,0.77883,0.68205,0.79199,0.55271,0.836,0.78033,0.77928,0.000764086,0.000764086,0.000764086
49,63.4183,0.58095,0.6721,0.86501,0.77883,0.68205,0.79199,0.55271,0.836,0.78033,0.77928,0.000749939,0.000749939,0.000749939
50,64.6365,0.60656,0.68014,0.87675,0.76251,0.6792,0.79381,0.57322,0.8385,0.7258,0.78239,0.000735792,0.000735792,0.000735792
51,65.8503,0.61018,0.69011,0.8656,0.75441,0.68316,0.78361,0.56248,0.89011,0.75014,0.79672,0.000721645,0.000721645,0.000721645
52,67.0482,0.62313,0.66399,0.86179,0.84556,0.72668,0.82038,0.59963,0.85727,0.76133,0.79121,0.000707498,0.000707498,0.000707498
53,68.249,0.56885,0.65188,0.85377,0.84556,0.72668,0.82038,0.59963,0.85727,0.76133,0.79121,0.000693351,0.000693351,0.000693351
54,69.4533,0.59478,0.6393,0.85658,0.86357,0.77368,0.82315,0.58744,0.81702,0.72745,0.77117,0.000679204,0.000679204,0.000679204
55,70.647,0.57463,0.64577,0.86186,0.85745,0.77368,0.83339,0.59291,0.80721,0.71753,0.76318,0.000665057,0.000665057,0.000665057
56,71.8235,0.55149,0.63454,0.84455,0.86463,0.77368,0.83594,0.58426,0.83094,0.72934,0.76183,0.000650909,0.000650909,0.000650909
57,72.942,0.55704,0.60224,0.8512,0.86463,0.77368,0.83594,0.58426,0.83094,0.72934,0.76183,0.000636762,0.000636762,0.000636762
58,74.1168,0.56958,0.61584,0.8676,0.88768,0.75553,0.83648,0.58451,0.81843,0.70356,0.7561,0.000622615,0.000622615,0.000622615
59,75.2612,0.55008,0.59052,0.83888,0.84596,0.79123,0.8571,0.58497,0.82353,0.67461,0.75905,0.000608468,0.000608468,0.000608468
60,76.4341,0.58959,0.61106,0.85424,0.91616,0.80896,0.90104,0.58197,0.86276,0.67595,0.76734,0.000594321,0.000594321,0.000594321
61,77.5826,0.55962,0.63152,0.83129,0.91616,0.80896,0.90104,0.58197,0.86276,0.67595,0.76734,0.000580174,0.000580174,0.000580174
62,78.7136,0.52943,0.60261,0.85942,0.88408,0.78692,0.84299,0.57426,0.84663,0.70202,0.77006,0.000566027,0.000566027,0.000566027
63,79.8719,0.53251,0.57203,0.85564,0.83965,0.79123,0.8325,0.57617,0.80685,0.69643,0.7647,0.00055188,0.00055188,0.00055188
64,81.0134,0.53931,0.58184,0.84222,0.82479,0.80234,0.82924,0.57641,0.80325,0.66703,0.75938,0.000537733,0.000537733,0.000537733
65,82.1792,0.53748,0.59623,0.85463,0.82479,0.80234,0.82924,0.57641,0.80325,0.66703,0.75938,0.000523586,0.000523586,0.000523586
66,83.414,0.55912,0.60757,0.8447,0.82232,0.81475,0.82749,0.58092,0.8108,0.62285,0.75555,0.000509438,0.000509438,0.000509438
67,84.5687,0.54637,0.58295,0.85768,0.82435,0.81988,0.82599,0.57866,0.81382,0.6051,0.7561,0.000495291,0.000495291,0.000495291
68,85.7037,0.50925,0.55582,0.84717,0.80834,0.81076,0.8241,0.56972,0.8229,0.5963,0.76129,0.000481144,0.000481144,0.000481144
69,86.8401,0.51735,0.57859,0.84535,0.80834,0.81076,0.8241,0.56972,0.8229,0.5963,0.76129,0.000466997,0.000466997,0.000466997
70,87.9907,0.4919,0.55553,0.82283,0.8122,0.82073,0.8221,0.56359,0.82057,0.59119,0.75065,0.00045285,0.00045285,0.00045285
71,89.1531,0.49963,0.56604,0.84248,0.82053,0.82423,0.82258,0.56378,0.82851,0.61745,0.74986,0.000438703,0.000438703,0.000438703
72,90.3221,0.52025,0.56699,0.85754,0.80457,0.83044,0.81944,0.57101,0.77546,0.59361,0.74548,0.000424556,0.000424556,0.000424556
73,91.4617,0.50257,0.55288,0.84242,0.80457,0.83044,0.81944,0.57101,0.77546,0.59361,0.74548,0.000410409,0.000410409,0.000410409
74,92.6292,0.48357,0.5442,0.84153,0.81881,0.83743,0.82096,0.57233,0.74854,0.58974,0.74637,0.000396262,0.000396262,0.000396262
75,93.8451,0.47927,0.53897,0.85074,0.82324,0.83743,0.82092,0.57585,0.75545,0.58976,0.7502,0.000382115,0.000382115,0.000382115
76,95.0526,0.52442,0.59886,0.85469,0.83269,0.83743,0.8187,0.57568,0.78763,0.59353,0.75432,0.000367967,0.000367967,0.000367967
77,96.2267,0.487,0.53933,0.83507,0.83269,0.83743,0.8187,0.57568,0.78763,0.59353,0.75432,0.00035382,0.00035382,0.00035382
78,97.4471,0.47774,0.54581,0.85834,0.87628,0.84226,0.86172,0.5716,0.82776,0.59908,0.75787,0.000339673,0.000339673,0.000339673
79,98.6151,0.5064,0.55702,0.84897,0.90489,0.86944,0.89688,0.58106,0.80654,0.59936,0.75443,0.000325526,0.000325526,0.000325526
80,99.7726,0.47767,0.53616,0.8301,0.92892,0.805,0.85363,0.58243,0.80067,0.60263,0.75386,0.000311379,0.000311379,0.000311379
81,100.9,0.49665,0.53846,0.84828,0.92892,0.805,0.85363,0.58243,0.80067,0.60263,0.75386,0.000297232,0.000297232,0.000297232
82,102.029,0.48857,0.53514,0.84334,0.96565,0.82246,0.88646,0.59516,0.76614,0.58322,0.75255,0.000283085,0.000283085,0.000283085
83,103.195,0.46066,0.52756,0.81829,0.93374,0.83174,0.88709,0.60333,0.76934,0.58528,0.75136,0.000268938,0.000268938,0.000268938
84,104.35,0.50012,0.55015,0.84427,0.92847,0.84386,0.88169,0.60446,0.77014,0.57891,0.74981,0.000254791,0.000254791,0.000254791
85,105.496,0.47291,0.52904,0.84251,0.92847,0.84386,0.88169,0.60446,0.77014,0.57891,0.74981,0.000240644,0.000240644,0.000240644
86,106.669,0.48081,0.55472,0.85095,0.89715,0.82632,0.8492,0.5989,0.76802,0.57089,0.7535,0.000226497,0.000226497,0.000226497
87,107.836,0.45528,0.52247,0.83254,0.92785,0.84386,0.88301,0.60107,0.77293,0.56772,0.75632,0.000212349,0.000212349,0.000212349
88,108.986,0.47064,0.5308,0.84228,0.89847,0.85258,0.86644,0.59612,0.78573,0.58175,0.7571,0.000198202,0.000198202,0.000198202
89,110.135,0.479,0.53798,0.84401,0.89847,0.85258,0.86644,0.59612,0.78573,0.58175,0.7571,0.000184055,0.000184055,0.000184055
90,111.283,0.4587,0.52206,0.85296,0.89737,0.85095,0.86772,0.60279,0.77466,0.58757,0.75419,0.000169908,0.000169908,0.000169908
91,136.855,0.52696,0.91431,0.8183,0.92307,0.8687,0.903,0.60192,0.75907,0.58495,0.75193,0.000155761,0.000155761,0.000155761
92,138.048,0.53057,0.8273,0.83075,0.92746,0.86865,0.90082,0.59787,0.76807,0.59814,0.75416,0.000141614,0.000141614,0.000141614
93,139.206,0.53117,0.83414,0.85642,0.92746,0.86865,0.90082,0.59787,0.76807,0.59814,0.75416,0.000127467,0.000127467,0.000127467
94,140.351,0.48703,0.78356,0.84615,0.92844,0.85256,0.88075,0.59604,0.80167,0.61588,0.76172,0.00011332,0.00011332,0.00011332
95,141.477,0.50469,0.82749,0.83523,0.93941,0.85279,0.87954,0.59313,0.81204,0.63274,0.76608,9.91726e-05,9.91726e-05,9.91726e-05
96,142.656,0.5042,0.82705,0.78794,0.92794,0.85276,0.8658,0.5939,0.80449,0.63266,0.76568,8.50255e-05,8.50255e-05,8.50255e-05
97,143.77,0.52373,0.8196,0.80306,0.92794,0.85276,0.8658,0.5939,0.80449,0.63266,0.76568,7.08784e-05,7.08784e-05,7.08784e-05
98,144.921,0.52076,0.81405,0.8173,0.92687,0.85134,0.8778,0.59671,0.7845,0.62579,0.76087,5.67313e-05,5.67313e-05,5.67313e-05
99,146.078,0.50996,0.82327,0.81281,0.92568,0.85094,0.87526,0.59712,0.77481,0.60994,0.75611,4.25842e-05,4.25842e-05,4.25842e-05
100,147.231,0.52778,0.81464,0.82022,0.92545,0.84894,0.87478,0.59468,0.77357,0.60472,0.7527,2.84371e-05,2.84371e-05,2.84371e-05
