epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
44,65.593,1.54217,1.38045,1.72608,0.99703,0.33333,0.33167,0.19932,1.6695,1.53298,0.90598,0.000820675,0.000820675,0.000820675
45,67.0068,1.51149,1.34911,1.78473,0.99567,0.33333,0.33167,0.20014,1.6495,1.18066,0.88541,0.000806528,0.000806528,0.000806528
46,68.3549,1.58747,1.37242,1.67023,0.99733,0.33333,0.33167,0.18129,1.75297,1.29031,0.9654,0.00079238,0.00079238,0.00079238
47,69.6912,1.49458,1.3715,1.74874,1,0.27685,0.33167,0.19249,1.67416,1.76874,0.9594,0.000778233,0.000778233,0.000778233
48,71.0713,1.44158,1.26898,1.72607,0.99826,0.33333,0.33167,0.21522,1.5658,0.79778,0.83786,0.000764086,0.000764086,0.000764086
49,72.4373,1.54106,1.33396,1.78031,0.9987,0.33333,0.33167,0.19719,1.64498,0.72928,0.8787,0.000749939,0.000749939,0.000749939
50,73.7932,1.48365,1.26964,1.78314,0.99865,0.33333,0.33167,0.20139,1.64821,0.70423,0.86011,0.000735792,0.000735792,0.000735792
51,75.129,1.43254,1.27687,1.73947,0.99824,0.33333,0.33167,0.18339,1.68571,0.74293,0.862,0.000721645,0.000721645,0.000721645
52,76.5447,1.42663,1.29601,1.68164,0.99493,0.33333,0.33167,0.21911,1.47223,1.28748,0.73401,0.000707498,0.000707498,0.000707498
53,77.9177,1.43009,1.27339,1.71073,0.99809,0.33333,0.33167,0.22732,1.3846,1.02883,0.6489,0.000693351,0.000693351,0.000693351
54,79.2672,1.42667,1.24602,1.69429,0.99843,0.33333,0.33167,0.23334,1.32947,0.96437,0.64888,0.000679204,0.000679204,0.000679204
55,80.6199,1.38073,1.21026,1.65557,0.99807,0.33333,0.33167,0.22243,1.40496,0.92651,0.67789,0.000665057,0.000665057,0.000665057
56,82.0036,1.44318,1.19532,1.59418,0.99865,0.33333,0.33167,0.23276,1.3528,0.73522,0.63848,0.000650909,0.000650909,0.000650909
57,83.381,1.4465,1.1824,1.52652,0.99892,0.33333,0.33167,0.22246,1.38295,0.71492,0.63984,0.000636762,0.000636762,0.000636762
58,84.752,1.33701,1.16778,1.68002,0.99884,0.33333,0.33167,0.23124,1.32381,0.77473,0.64026,0.000622615,0.000622615,0.000622615
59,86.0997,1.34976,1.17627,1.65558,0.99884,0.33333,0.33167,0.22384,1.44629,0.75978,0.63903,0.000608468,0.000608468,0.000608468
60,87.5212,1.39468,1.17923,1.57416,0.99891,0.33333,0.33167,0.22512,1.37535,0.69551,0.65465,0.000594321,0.000594321,0.000594321
61,88.9277,1.37415,1.13878,1.5222,0.99904,0.33333,0.33167,0.22656,1.40655,0.64984,0.6263,0.000580174,0.000580174,0.000580174
62,90.2979,1.31159,1.11813,1.61232,0.99898,0.33333,0.33167,0.21006,1.52092,0.62861,0.61864,0.000566027,0.000566027,0.000566027
63,91.668,1.33036,1.1151,1.48223,0.99889,0.33333,0.33167,0.2122,1.51647,0.63268,0.62199,0.00055188,0.00055188,0.00055188
64,93.0761,1.30228,1.13832,1.5903,0.999,0.33333,0.33167,0.22346,1.41876,0.67207,0.66784,0.000537733,0.000537733,0.000537733
65,94.4368,1.3323,1.09365,1.46885,0.99897,0.33333,0.33167,0.21255,1.55224,0.67716,0.67812,0.000523586,0.000523586,0.000523586
66,95.7959,1.32155,1.05815,1.4822,0.99897,0.33333,0.33167,0.20081,1.57732,0.65519,0.66951,0.000509438,0.000509438,0.000509438
67,97.1438,1.29004,1.07654,1.57728,0.99905,0.33333,0.33167,0.21058,1.48044,0.61792,0.64406,0.000495291,0.000495291,0.000495291
68,98.5581,1.27162,1.05666,1.51224,0.99921,0.33333,0.33167,0.2052,1.45155,0.57841,0.62719,0.000481144,0.000481144,0.000481144
