epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,7.88516,2.07219,3.56702,1.61634,0.00204,0.33333,0.15737,0.05118,1.67046,3.3218,1.15558,1.429e-05,1.429e-05,1.429e-05
2,9.21175,2.03193,3.43658,1.4736,0.00204,0.33333,0.18372,0.06313,1.62501,3.31285,1.11809,4.14553e-05,4.14553e-05,4.14553e-05
3,10.6745,1.77276,3.27889,1.31883,0.00213,0.33333,0.14336,0.07186,1.43889,3.25788,1.00771,6.67343e-05,6.67343e-05,6.67343e-05
4,11.9615,1.75836,3.24539,1.24924,0.00213,0.33333,0.11229,0.06874,1.06555,3.23482,0.89522,9.0127e-05,9.0127e-05,9.0127e-05
5,13.1849,1.10257,3.09325,1.09225,0.00215,0.33333,0.28429,0.12447,1.28194,3.37222,0.96373,0.000111633,0.000111633,0.000111633
6,14.585,1.07405,3.1095,1.03901,0.00215,0.33333,0.295,0.18019,0.97591,3.26326,0.81611,0.000131254,0.000131254,0.000131254
7,15.874,1.1975,2.87052,1.10413,0.00225,0.33333,0.33167,0.26533,1.25046,3.27365,0.94071,0.000148988,0.000148988,0.000148988
8,17.1525,0.97735,2.66989,0.95084,0.00225,0.33333,0.33167,0.23402,1.26441,3.24077,0.87688,0.000164835,0.000164835,0.000164835
9,18.224,0.9733,2.72459,1.10208,0.00228,0.33333,0.33167,0.26672,1.11082,3.21658,0.82228,0.000178796,0.000178796,0.000178796
10,19.5443,1.03823,2.0959,0.97412,0.00233,0.33333,0.33167,0.30035,0.86652,3.18008,0.76693,0.000190872,0.000190872,0.000190872
11,20.7347,1.05255,2.11447,1.00969,0.00234,0.33333,0.33167,0.2985,0.8169,3.16006,0.75411,0.00020106,0.00020106,0.00020106
12,21.8783,1.06388,1.77695,0.95372,0.00303,0.37037,0.33207,0.29347,0.88188,3.1688,0.77858,0.000209363,0.000209363,0.000209363
13,23.147,1.19884,1.85671,1.10005,0.00302,0.37037,0.33208,0.29879,0.85392,3.16582,0.78773,0.000215779,0.000215779,0.000215779
14,24.3599,0.90223,1.66075,0.98284,0.00298,0.37037,0.33208,0.29879,0.87745,3.13633,0.81332,0.000220309,0.000220309,0.000220309
15,25.6038,0.97952,1.45631,0.92987,0.00298,0.37037,0.33209,0.2988,0.92897,3.10602,0.80959,0.000222953,0.000222953,0.000222953
16,26.7785,0.83741,1.40384,0.92072,0.00294,0.37037,0.3321,0.30329,0.94517,3.06341,0.80695,0.00022371,0.00022371,0.00022371
17,27.9313,0.91593,1.35054,0.93977,0.00375,0.40741,0.33262,0.32231,0.99141,3.05502,0.80544,0.000222581,0.000222581,0.000222581
18,29.6015,1.12524,1.5076,1.11176,0.0038,0.40741,0.33261,0.32695,1.00463,3.03855,0.81384,0.000219566,0.000219566,0.000219566
19,30.9653,0.82063,1.2449,0.92099,0.00534,0.48148,0.33389,0.32719,0.9668,3.0248,0.80049,0.000214664,0.000214664,0.000214664
20,32.3505,0.6951,1.08271,0.91927,0.00532,0.48148,0.33385,0.32737,1.01332,3.03501,0.81046,0.000207877,0.000207877,0.000207877
21,60.4718,0.83736,1.6791,0.9148,0.00536,0.48148,0.33387,0.2998,1.08849,3.01361,0.81895,0.000199203,0.000199203,0.000199203
22,61.7964,0.77187,1.55571,1.00621,0.00539,0.48148,0.33382,0.27186,1.13658,2.98967,0.88288,0.000188642,0.000188642,0.000188642
23,63.0911,0.94172,1.57763,1.01441,0.00469,0.44444,0.33314,0.26082,1.13467,2.98979,0.9485,0.000176196,0.000176196,0.000176196
24,64.2666,0.65671,1.5933,0.87718,0.00476,0.44444,0.33316,0.26737,1.13156,3.00853,0.96527,0.000161863,0.000161863,0.000161863
25,65.4028,0.74368,1.46662,1.00603,0.00482,0.44444,0.33314,0.29418,1.08549,3.02569,0.95267,0.000145644,0.000145644,0.000145644
26,66.6881,0.85902,1.66437,0.94498,0.00485,0.44444,0.33309,0.29416,1.10873,3.02551,0.94743,0.000127538,0.000127538,0.000127538
27,67.9197,0.75357,1.58403,0.89666,0.00558,0.48148,0.33368,0.28566,1.17029,3.00578,0.95475,0.000107547,0.000107547,0.000107547
28,68.9712,0.94458,1.69388,0.8213,0.00558,0.48148,0.33368,0.28566,1.17029,3.00578,0.95475,8.56685e-05,8.56685e-05,8.56685e-05
29,70.1633,0.94876,1.51987,0.96479,0.95971,0.33333,0.33367,0.28565,1.17156,2.94026,0.93682,6.19043e-05,6.19043e-05,6.19043e-05
30,71.2388,0.67608,1.67619,0.90712,0.97504,0.33333,0.33424,0.28578,1.19484,2.89317,0.92289,3.62537e-05,3.62537e-05,3.62537e-05
